,SLNO,Candidate.Ref,DOJ.Extended,Duration.to.accept.offer,Notice.period,Offered.band,Pecent.hike.expected.in.CTC,Percent.hike.offered.in.CTC,Percent.difference.CTC,Joining.Bonus,Candidate.relocate.actual,Gender,Candidate.Source,Rex.in.Yrs,LOB,Location,Age,Status
4159,5566,2594077,Yes,18,30,E1,66.67,33.33,-20.0,No,No,Female,Direct,2,ERS,Bangalore,26,0
4160,5568,2594122,Yes,0,30,E1,8.33,8.33,0.0,No,No,Male,Direct,3,ETS,Chennai,27,0
4161,5569,2594165,Yes,14,30,E1,28.57,28.57,0.0,No,No,Male,Direct,3,BFSI,Bangalore,24,0
4162,5570,2594187,Yes,10,30,E2,21.43,21.43,0.0,No,No,Male,Employee Referral,5,INFRA,Chennai,34,0
4164,5572,2594271,Yes,34,30,E2,15.38,15.38,0.0,No,No,Male,Direct,7,ETS,Chennai,31,0
4165,5573,2594272,No,28,30,E2,30.26,30.26,0.0,No,No,Male,Agency,3,INFRA,Noida,29,0
4166,5574,2594323,No,1,30,E1,54.06,40.06,-9.09,No,No,Male,Direct,4,BFSI,Chennai,30,0
4167,5575,2594324,Yes,1,30,E1,38.89,38.89,0.0,No,No,Male,Agency,4,ERS,Noida,25,0
4168,5578,2594382,No,18,60,E1,33.33,100.0,50.0,No,No,Male,Agency,3,ERS,Hyderabad,30,0
4169,5579,2594401,Yes,31,30,E1,66.67,120.0,32.0,No,No,Male,Direct,4,INFRA,Noida,26,0
4170,5580,2594412,No,2,60,E3,20.0,25.0,4.17,No,No,Male,Direct,6,INFRA,Noida,28,0
4171,5581,2594417,Yes,17,30,E2,42.86,42.86,0.0,No,No,Female,Direct,3,INFRA,Bangalore,26,0
4172,5582,2594429,No,1,30,E1,66.67,16.67,-30.0,No,No,Male,Direct,3,ERS,Hyderabad,26,0
4173,5583,2594451,No,13,30,E1,138.1,102.38,-15.0,No,No,Male,Direct,2,CSMP,Noida,28,0
4175,5585,2594526,No,5,30,E1,35.95,20.54,-11.33,No,No,Male,Direct,2,CSMP,Noida,28,0
4176,5586,2594559,Yes,10,30,E1,20.0,20.0,0.0,No,No,Male,Direct,2,INFRA,Noida,29,0
4177,5588,2594630,Yes,83,30,E1,66.67,52.78,-8.33,No,No,Female,Employee Referral,4,ERS,Chennai,25,0
4178,5589,2594666,No,5,30,E1,37.5,33.33,-3.03,No,No,Male,Direct,4,CSMP,Noida,26,0
4179,5590,2594690,Yes,5,30,E2,42.86,42.86,0.0,No,No,Male,Direct,4,INFRA,Noida,28,0
4182,5594,2594854,Yes,4,60,E2,47.65,47.65,0.0,No,Yes,Male,Employee Referral,6,EAS,Noida,30,0
4184,5596,2595744,Yes,10,60,E3,75.0,125.0,28.57,No,No,Male,Employee Referral,13,INFRA,Chennai,40,0
4185,5597,2595764,Yes,0,30,E1,66.67,28.57,-22.86,No,No,Male,Employee Referral,1,INFRA,Noida,24,0
4186,5601,2597532,No,3,30,E1,53.06,10.0,-28.13,No,No,Female,Direct,4,ERS,Chennai,30,0
4188,5605,2597639,Yes,11,60,E3,47.37,47.37,0.0,No,No,Male,Agency,7,INFRA,Chennai,33,0
4189,5606,2597654,Yes,77,60,E1,22.22,46.67,20.0,No,No,Male,Agency,3,ERS,Noida,32,0
4190,5607,2597701,No,3,30,E2,82.29,82.29,0.0,No,No,Male,Direct,3,INFRA,Noida,29,0
4191,5608,2597989,Yes,101,90,E1,66.67,22.22,-26.67,No,No,Male,Direct,5,BFSI,Gurgaon,30,0
4192,5610,2598070,No,1,30,E1,31.58,28.95,-2.0,No,No,Male,Direct,4,CSMP,Chennai,26,0
4193,5611,2598131,Yes,5,30,E2,71.72,71.72,0.0,No,No,Male,Agency,7,ERS,Chennai,30,0
4194,5612,2598137,No,3,30,E2,11.76,11.76,0.0,No,No,Male,Employee Referral,6,BFSI,Bangalore,33,0
4196,5614,2598162,No,66,60,E3,35.0,30.0,-3.7,No,Yes,Male,Direct,9,INFRA,Chennai,34,0
4197,5616,2598166,Yes,55,90,E2,25.0,8.75,-13.0,No,No,Male,Employee Referral,9,ERS,Noida,36,0
4198,5617,2598174,No,3,30,E2,78.57,78.57,0.0,No,No,Male,Direct,4,INFRA,Chennai,36,0
4199,5618,2598176,Yes,10,60,E1,33.33,33.33,0.0,No,No,Male,Direct,2,CSMP,Noida,25,0
4200,5619,2598187,No,4,60,E1,66.67,62.5,-2.5,No,No,Male,Direct,2,CSMP,Noida,27,0
4201,5620,2598194,No,11,30,E1,33.33,43.33,7.5,No,No,Male,Direct,3,CSMP,Noida,29,0
4202,5621,2598197,Yes,0,45,E1,23.46,32.72,7.5,No,No,Male,Direct,3,CSMP,Noida,27,0
4203,5622,2598234,No,1,30,E1,66.67,33.33,-20.0,No,No,Female,Direct,3,ERS,Chennai,28,0
4205,5624,2598251,No,3,30,E1,56.25,45.83,-6.67,No,No,Male,Employee Referral,3,AXON,Noida,27,0
4206,5625,2598325,Yes,65,30,E1,-4.76,42.86,50.0,No,No,Male,Direct,3,INFRA,Noida,27,0
4207,5626,2598336,No,31,45,E1,25.0,19.44,-4.44,No,No,Female,Direct,3,CSMP,Noida,30,0
4208,5627,2598337,No,10,30,E2,66.67,133.33,40.0,No,No,Male,Direct,5,INFRA,Noida,33,0
4209,5628,2598349,No,11,30,E1,32.35,32.35,0.0,No,No,Male,Agency,3,ERS,Chennai,26,0
4210,5629,2598352,Yes,58,30,E1,66.67,100.0,20.0,No,No,Male,Direct,2,INFRA,Noida,25,0
4211,5631,2598364,No,8,30,E1,7.14,7.14,0.0,No,No,Male,Direct,4,CSMP,Noida,31,0
4212,5633,2598408,Yes,68,60,E2,66.67,16.67,-30.0,No,Yes,Male,Direct,8,INFRA,Gurgaon,29,0
4213,5634,2598416,Yes,63,30,E1,55.37,55.37,0.0,No,No,Male,Direct,3,BFSI,Bangalore,28,0
4214,5635,2598426,Yes,26,30,E1,50.0,37.5,-8.33,No,No,Male,Direct,2,INFRA,Noida,25,0
4215,5636,2598439,Yes,98,60,E1,45.57,45.57,0.0,No,No,Male,Agency,4,ERS,Noida,28,0
4217,5639,2598474,Yes,56,60,E2,25.0,25.0,0.0,No,Yes,Male,Direct,7,ETS,Bangalore,34,0
4219,5641,2598491,No,1,30,E1,81.56,81.56,0.0,No,No,Male,Agency,4,ERS,Bangalore,27,0
4220,5644,2598538,Yes,41,30,E1,29.31,7.76,-16.67,No,No,Male,Employee Referral,6,ERS,Chennai,36,0
4222,5648,2598640,Yes,2,30,E1,50.0,71.88,14.58,No,No,Female,Direct,2,INFRA,Chennai,25,0
4223,5649,2598644,Yes,93,90,E1,77.78,77.78,0.0,No,Yes,Male,Direct,4,ERS,Bangalore,30,0
4224,5650,2598653,No,8,60,E1,-4.76,42.86,50.0,No,No,Male,Direct,2,INFRA,Noida,26,0
4225,5651,2598657,No,3,45,E1,3.9,42.86,37.5,No,Yes,Male,Direct,2,INFRA,Noida,27,0
4226,5652,2598677,Yes,11,60,E1,108.33,108.33,0.0,No,No,Male,Direct,2,CSMP,Hyderabad,25,0
4229,5655,2598701,Yes,60,60,E1,32.15,32.15,0.0,No,No,Male,Direct,2,INFRA,Noida,25,0
4230,5656,2598744,Yes,32,30,E1,81.82,213.64,72.5,No,No,Female,Employee Referral,2,ERS,Chennai,25,0
4231,5658,2598831,Yes,63,30,E1,70.45,47.73,-13.33,No,No,Male,Employee Referral,6,ERS,Bangalore,29,0
4232,5659,2598910,No,1,30,E2,6.56,6.56,0.0,No,No,Male,Employee Referral,4,INFRA,Bangalore,31,0
4234,5662,2599205,No,1,30,E1,33.33,-40.0,-55.0,No,No,Male,Employee Referral,3,INFRA,Chennai,25,0
4235,5663,2599233,No,32,30,E1,7.69,53.85,42.86,No,No,Female,Employee Referral,3,BFSI,Chennai,27,0
4236,5664,2599864,Yes,41,60,E1,41.67,66.67,17.65,No,No,Female,Employee Referral,3,ERS,Chennai,25,0
4237,5665,2600990,No,1,60,E1,73.26,36.13,-21.43,No,No,Male,Employee Referral,2,INFRA,Noida,28,0
4238,5666,2601022,No,3,30,E1,38.89,38.89,0.0,No,No,Male,Employee Referral,1,INFRA,Noida,25,0
4239,5667,2601332,Yes,8,30,E1,50.0,-32.5,-55.0,No,No,Female,Employee Referral,1,INFRA,Chennai,27,0
4240,5668,2601359,No,0,30,E1,25.0,-45.0,-56.0,No,No,Male,Employee Referral,2,INFRA,Noida,30,0
4241,5670,2603926,Yes,8,60,E2,23.29,36.99,11.11,No,No,Male,Agency,7,ERS,Noida,30,0
4242,5672,2604041,Yes,79,90,E1,20.48,13.79,-5.56,No,Yes,Male,Agency,5,ERS,Chennai,29,0
4243,5673,2604073,No,3,30,E1,18.18,5.45,-10.77,No,No,Female,Agency,4,ERS,Noida,28,0
4246,5677,2604143,No,5,30,E1,34.62,28.21,-4.76,No,No,Male,Employee Referral,3,INFRA,Bangalore,27,0
4247,5678,2604163,Yes,25,60,E1,18.18,1.82,-13.85,No,No,Male,Agency,4,ERS,Noida,28,0
4249,5682,2604190,Yes,4,60,E1,18.18,13.64,-3.85,No,No,Male,Agency,5,ERS,Noida,30,0
4250,5683,2604219,No,2,90,E1,33.33,26.19,-5.36,No,No,Female,Employee Referral,5,BFSI,Chennai,30,0
4251,5685,2604249,Yes,69,60,E3,2.13,2.13,0.0,No,No,Male,Direct,13,ETS,Bangalore,42,0
4253,5687,2604265,No,0,30,E2,30.91,36.36,4.17,No,No,Male,Direct,3,INFRA,Chennai,29,0
4254,5688,2604299,No,68,60,E1,47.73,59.09,7.69,No,No,Male,Agency,7,BFSI,Bangalore,34,0
4255,5689,2604300,No,2,90,E3,21.74,16.96,-3.93,No,No,Male,Agency,10,INFRA,Noida,39,0
4256,5690,2604320,Yes,1,60,E3,48.51,54.7,4.17,No,No,Male,Agency,6,INFRA,Chennai,31,0
4257,5694,2604362,Yes,4,60,E1,41.03,33.33,-5.45,No,No,Male,Direct,6,EAS,Bangalore,31,0
4258,5695,2604371,Yes,0,30,E1,18.52,7.41,-9.38,No,No,Male,Direct,6,ETS,Bangalore,32,0
4259,5696,2604373,Yes,29,30,E2,13.33,0.0,-11.76,No,No,Male,Agency,9,EAS,Chennai,50,0
4260,5697,2604385,No,0,30,E1,9.76,9.76,0.0,No,No,Male,Direct,4,BFSI,Bangalore,28,0
4261,5698,2604395,No,0,30,E2,40.85,64.32,16.67,No,No,Male,Employee Referral,2,INFRA,Ahmedabad,26,0
4262,5699,2604404,No,5,30,E1,18.18,18.18,0.0,No,No,Male,Direct,4,BFSI,Bangalore,28,0
4264,5701,2604453,No,6,30,E1,33.33,16.67,-12.5,No,No,Male,Agency,3,BFSI,Chennai,29,0
4265,5702,2604457,No,16,30,E1,62.16,27.03,-21.67,No,No,Male,Agency,4,BFSI,Chennai,32,0
4267,5706,2604571,No,0,30,E2,60.0,87.2,17.0,No,No,Male,Direct,6,INFRA,Noida,33,0
4268,5707,2604595,No,14,30,E1,81.82,81.82,0.0,No,No,Male,Agency,2,INFRA,Gurgaon,22,0
4269,5708,2604624,No,1,30,E1,25.0,37.5,10.0,No,No,Male,Agency,3,INFRA,Chennai,30,0
4270,5709,2604640,No,1,30,E1,38.89,20.0,-13.6,No,No,Female,Direct,1,INFRA,Noida,24,0
4272,5711,2604677,No,1,90,E2,44.44,85.56,28.46,No,Yes,Male,Employee Referral,6,INFRA,Bangalore,30,0
4273,5712,2604683,Yes,62,60,E1,44.23,40.38,-2.67,No,No,Male,Agency,4,EAS,Noida,32,0
4274,5713,2604684,Yes,45,45,E1,25.0,16.67,-6.67,No,No,Male,Direct,3,ERS,Bangalore,25,0
4275,5714,2604686,No,3,45,E2,37.25,47.06,7.14,No,No,Male,Agency,4,INFRA,Gurgaon,28,0
4276,5715,2604725,Yes,7,30,E1,34.62,34.62,0.0,No,No,Male,Direct,5,CSMP,Noida,27,0
4277,5716,2604744,No,7,60,E2,50.0,75.0,16.67,No,Yes,Male,Employee Referral,6,INFRA,Bangalore,32,0
4280,5719,2604828,Yes,11,30,E1,53.06,42.86,-6.67,No,No,Male,Direct,5,EAS,Bangalore,27,0
4281,5720,2604848,Yes,71,60,E2,66.67,66.67,0.0,No,No,Male,Direct,5,EAS,Hyderabad,31,0
4282,5721,2604860,No,15,60,E1,5.26,5.26,0.0,No,No,Male,Direct,3,CSMP,Noida,26,0
4283,5723,2604882,No,0,30,E1,-4.76,42.86,50.0,No,No,Male,Agency,1,INFRA,Gurgaon,25,0
4284,5724,2604885,Yes,59,30,E1,-4.76,42.86,50.0,No,No,Male,Agency,1,INFRA,Noida,29,0
4285,5725,2604886,Yes,80,30,E2,37.5,37.5,0.0,No,No,Male,Agency,5,INFRA,Bangalore,32,0
4286,5726,2604902,Yes,24,30,E2,44.44,33.33,-7.69,No,No,Male,Direct,5,INFRA,Bangalore,31,0
4287,5727,2604917,Yes,66,90,E3,31.94,31.94,0.0,No,No,Male,Employee Referral,8,INFRA,Noida,37,0
4288,5728,2604931,Yes,8,30,E1,15.09,15.09,0.0,No,No,Male,Direct,7,EAS,Bangalore,32,0
4290,5730,2604979,Yes,7,60,E2,12.68,5.63,-6.25,No,No,Male,Direct,11,EAS,Chennai,41,0
4291,5732,2605044,Yes,4,90,E1,63.27,63.27,0.0,No,No,Female,Direct,3,ETS,Bangalore,28,0
4292,5733,2605096,Yes,11,90,E2,47.06,20.59,-18.0,No,No,Male,Direct,3,INFRA,Bangalore,27,0
4294,5735,2605180,Yes,14,30,E2,134.38,134.38,0.0,No,No,Male,Direct,5,INFRA,Chennai,34,0
4297,5738,2605299,No,2,30,E1,44.44,44.44,0.0,No,No,Male,Direct,3,ETS,Noida,26,0
4299,5741,2605569,Yes,62,60,E3,47.37,47.37,0.0,No,No,Male,Direct,9,Healthcare,Noida,34,0
4300,5742,2608737,No,0,0,E2,23.08,7.69,-12.5,No,No,Male,Direct,5,INFRA,Noida,42,0
4301,5743,2608809,No,6,30,E2,34.0,34.0,0.0,No,No,Male,Agency,4,INFRA,Gurgaon,27,0
4302,5744,2608812,Yes,18,30,E1,7.14,7.14,0.0,No,No,Male,Direct,4,ERS,Chennai,32,0
4304,5746,2608868,Yes,62,60,E2,27.75,27.75,0.0,No,No,Male,Agency,5,INFRA,Noida,30,0
4305,5747,2608877,No,0,30,E2,48.94,28.55,-13.69,No,Yes,Male,Agency,4,INFRA,Hyderabad,30,0
4306,5748,2608912,Yes,59,60,E2,33.33,40.0,5.0,No,No,Male,Direct,5,INFRA,Noida,39,0
4307,5749,2608914,Yes,0,30,E1,46.09,28.7,-11.9,No,No,Male,Agency,4,ERS,Chennai,29,0
4308,5750,2608927,No,5,30,E1,105.26,105.26,0.0,No,No,Female,Agency,2,ERS,Chennai,29,0
4309,5751,2608967,Yes,49,60,E3,42.86,57.14,10.0,No,No,Male,Agency,6,INFRA,Noida,26,0
4310,5753,2609023,No,2,30,E2,50.0,33.33,-11.11,No,No,Male,Agency,7,INFRA,Gurgaon,33,0
4311,5756,2609105,Yes,60,60,E3,36.36,41.82,4.0,No,No,Male,Direct,7,INFRA,Noida,28,0
4312,5757,2609117,No,66,90,E1,61.94,51.82,-6.25,No,No,Female,Employee Referral,4,ERS,Chennai,26,0
4313,5758,2609176,Yes,5,30,E2,29.41,29.41,0.0,No,No,Male,Employee Referral,5,INFRA,Noida,37,0
4314,5759,2609182,No,0,60,E3,23.13,23.13,0.0,No,No,Male,Agency,9,INFRA,Noida,30,0
4315,5760,2609183,Yes,1,30,E1,30.0,26.0,-3.08,No,No,Male,Direct,4,ETS,Bangalore,34,0
4317,5763,2609242,No,37,60,E1,26.32,26.32,0.0,No,No,Male,Agency,3,BFSI,Bangalore,28,0
4318,5764,2609243,Yes,68,60,E1,125.0,100.0,-11.11,No,No,Male,Agency,3,BFSI,Bangalore,30,0
4319,5765,2609289,No,72,30,E1,42.86,42.86,0.0,No,No,Female,Direct,3,BFSI,Chennai,27,0
4320,5766,2609364,Yes,59,30,E1,50.0,50.0,0.0,No,No,Male,Employee Referral,1,INFRA,Noida,24,0
4321,5767,2609417,Yes,7,60,E2,47.06,23.53,-16.0,No,No,Male,Agency,5,EAS,Noida,29,0
4322,5768,2609426,Yes,0,30,E1,-4.76,42.86,50.0,No,No,Male,Agency,3,INFRA,Gurgaon,27,0
4323,5769,2609432,No,0,30,E2,5.56,0.0,-5.26,No,Yes,Male,Agency,4,INFRA,Noida,31,0
4324,5770,2609444,No,1,30,E1,50.0,5.0,-30.0,No,No,Female,Employee Referral,1,INFRA,Noida,26,0
4325,5771,2609448,No,0,30,E1,50.0,37.5,-8.33,No,No,Male,Agency,1,INFRA,Noida,27,0
4328,5775,2609496,No,6,60,E1,1.01,1.01,0.0,No,No,Male,Employee Referral,5,BFSI,Chennai,32,0
4329,5776,2609499,Yes,19,30,E2,31.0,41.92,8.33,No,No,Male,Direct,6,INFRA,Noida,32,0
4330,5777,2609517,Yes,31,30,E2,116.67,50.0,-30.77,No,No,Male,Direct,3,INFRA,Mumbai,27,0
4331,5778,2609558,No,15,30,E2,37.25,37.25,0.0,No,Yes,Male,Agency,3,INFRA,Noida,25,0
4332,5779,2609569,No,65,30,E1,28.3,-3.77,-25.0,No,No,Male,Direct,4,BFSI,Chennai,32,0
4334,5781,2609599,No,3,30,E1,31.58,10.53,-16.0,No,No,Male,Agency,3,ERS,Chennai,26,0
4335,5782,2609626,No,21,30,E1,30.0,23.81,-4.76,No,No,Male,Direct,3,BFSI,Bangalore,30,0
4336,5783,2609634,No,0,30,E1,17.02,-12.23,-25.0,No,No,Male,Direct,6,BFSI,Bangalore,33,0
4339,5787,2609727,Yes,0,60,E2,20.0,10.67,-7.78,Yes,No,Male,Direct,5,EAS,Chennai,30,0
4341,5789,2609771,No,99,90,E2,25.0,25.0,0.0,No,No,Male,Direct,8,BFSI,Bangalore,34,0
4342,5790,2609785,Yes,31,30,E1,50.0,37.5,-8.33,No,No,Male,Agency,1,INFRA,Noida,25,0
4343,5791,2609800,Yes,20,60,E2,38.46,38.46,0.0,No,No,Male,Direct,6,BFSI,Bangalore,28,0
4344,5792,2609805,No,3,60,E2,33.33,32.68,-0.49,No,No,Male,Agency,8,INFRA,Noida,40,0
4345,5793,2609812,Yes,13,30,E1,52.61,37.84,-9.68,No,No,Male,Employee Referral,7,ERS,Bangalore,30,0
4346,5794,2609822,No,1,30,E1,66.67,66.67,0.0,No,No,Male,Direct,4,CSMP,Chennai,27,0
4347,5795,2609835,No,22,30,E2,33.33,33.33,0.0,No,No,Female,Direct,3,INFRA,Noida,26,0
4348,5796,2609838,Yes,35,60,E2,74.6,61.9,-7.27,No,No,Male,Direct,5,EAS,Hyderabad,30,0
4349,5797,2609852,No,95,30,E1,33.33,66.67,25.0,No,Yes,Male,Direct,3,ERS,Chennai,28,0
4350,5798,2609868,Yes,1,45,E2,39.78,31.72,-5.77,Yes,No,Male,Agency,8,ERS,Chennai,34,0
4351,5799,2609884,Yes,4,30,E2,28.95,28.95,0.0,No,No,Male,Direct,4,INFRA,Noida,32,0
4352,5800,2609943,No,6,90,E2,22.22,11.11,-9.09,No,No,Male,Employee Referral,7,AXON,Kolkata,32,0
4353,5801,2609970,Yes,23,30,E1,15.0,-9.09,-20.95,No,No,Male,Direct,4,EAS,Chennai,31,0
4354,5803,2610159,No,1,30,E2,42.65,42.65,0.0,No,No,Female,Direct,7,ETS,Bangalore,34,0
4355,5804,2610295,Yes,33,60,E1,42.86,28.57,-10.0,No,No,Female,Employee Referral,3,EAS,Bangalore,26,0
4356,5805,2611004,Yes,57,60,E1,54.76,54.76,0.0,No,No,Female,Direct,3,MMS,Chennai,25,0
4357,5806,2611558,Yes,98,90,E2,58.82,47.06,-7.41,Yes,No,Female,Direct,7,CSMP,Bangalore,31,0
4359,5808,2612108,Yes,41,30,E2,39.53,39.53,0.0,No,No,Male,Employee Referral,14,INFRA,Noida,33,0
4360,5809,2613205,No,1,0,E2,85.34,23.56,-33.33,No,No,Male,Employee Referral,4,INFRA,Noida,29,0
4364,5813,2613487,Yes,35,30,E2,25.0,25.0,0.0,No,No,Male,Agency,8,BFSI,Bangalore,43,0
4365,5814,2613491,Yes,28,30,E1,18.18,20.0,1.54,No,No,Male,Agency,3,ERS,Noida,25,0
4366,5815,2613508,Yes,1,30,E1,18.18,5.45,-10.77,No,No,Male,Agency,5,ERS,Noida,30,0
4367,5816,2613510,Yes,21,45,E1,25.0,20.19,-3.85,No,No,Male,Agency,4,ERS,Bangalore,26,0
4370,5819,2613541,Yes,27,30,E1,66.67,50.0,-10.0,No,No,Male,Agency,4,ERS,Bangalore,26,0
4371,5820,2613549,No,6,30,E1,17.65,-6.12,-20.2,No,No,Male,Agency,6,ERS,Chennai,28,0
4372,5821,2613550,No,13,30,E1,42.86,42.86,0.0,No,No,Male,Direct,0,ERS,Bangalore,26,0
4373,5822,2613555,Yes,65,30,E1,35.42,19.79,-11.54,No,No,Male,Agency,4,ERS,Chennai,26,0
4374,5823,2613560,Yes,67,30,E1,44.58,26.51,-12.5,No,No,Male,Agency,3,ERS,Chennai,26,0
4376,5826,2613587,Yes,29,30,E1,30.95,30.95,0.0,No,No,Female,Agency,3,BFSI,Bangalore,25,0
4377,5827,2613593,Yes,23,30,E1,38.89,38.89,0.0,No,No,Male,Agency,3,BFSI,Bangalore,27,0
4378,5829,2613615,Yes,22,30,E1,33.33,33.33,0.0,No,No,Male,Agency,3,BFSI,Bangalore,25,0
4379,5830,2613630,Yes,1,30,E1,20.0,-22.0,-35.0,No,No,Male,Direct,2,ERS,Chennai,24,0
4380,5831,2613645,No,49,60,E2,41.51,56.6,10.67,No,No,Male,Agency,6,BFSI,Bangalore,29,0
4381,5832,2613648,Yes,62,30,E1,56.25,56.25,0.0,No,No,Male,Direct,4,CSMP,Chennai,29,0
4382,5833,2613665,No,0,30,E3,11.75,15.81,3.63,No,No,Male,Agency,15,INFRA,Noida,42,0
4383,5834,2613668,Yes,12,30,E1,91.69,91.69,0.0,No,No,Male,Direct,3,ETS,Bangalore,28,0
4384,5835,2613683,No,0,60,E1,37.61,26.15,-8.33,No,No,Male,Direct,3,CSMP,Chennai,25,0
4385,5836,2613686,No,22,90,E1,56.25,35.42,-13.33,No,No,Male,Agency,5,BFSI,Chennai,28,0
4386,5837,2613687,No,17,30,E1,38.89,33.33,-4.0,No,No,Male,Agency,3,ERS,Bangalore,30,0
4387,5838,2613689,Yes,14,30,E1,27.27,18.18,-7.14,No,No,Male,Agency,5,ERS,Bangalore,31,0
4388,5840,2613698,No,1,30,E2,50.0,110.0,40.0,No,No,Male,Employee Referral,6,INFRA,Noida,32,0
4390,5842,2613708,Yes,9,30,E1,83.67,42.86,-22.22,No,No,Male,Employee Referral,1,INFRA,Kolkata,27,0
4391,5843,2613717,Yes,43,45,E1,71.88,71.88,0.0,No,No,Male,Agency,3,BFSI,Bangalore,35,0
4393,5845,2613739,Yes,48,30,E1,44.44,33.33,-7.69,No,No,Male,Direct,4,ERS,Chennai,25,0
4394,5846,2613744,No,68,60,E2,65.05,51.46,-8.24,No,No,Male,Agency,6,BFSI,Bangalore,30,0
4395,5847,2613749,No,3,30,E2,18.18,39.09,17.69,No,No,Male,Employee Referral,7,ERS,Noida,34,0
4396,5848,2613766,Yes,82,60,E2,48.65,29.73,-12.73,No,No,Male,Direct,6,AXON,Noida,31,0
4397,5849,2613768,Yes,50,30,E3,27.95,27.95,0.0,No,No,Male,Direct,10,EAS,Hyderabad,40,0
4398,5851,2613801,Yes,31,30,E1,12.99,8.29,-4.17,No,No,Female,Agency,4,ERS,Chennai,28,0
4399,5852,2613876,Yes,44,30,E1,108.33,108.33,0.0,No,No,Male,Agency,1,ERS,Chennai,24,0
4401,5856,2613957,Yes,30,60,E2,13.45,13.45,0.0,No,No,Male,Direct,5,INFRA,Noida,37,0
4402,5857,2614004,Yes,108,30,E1,44.58,32.53,-8.33,No,Yes,Male,Agency,3,ERS,Chennai,27,0
4403,5858,2614043,No,19,30,E2,44.44,66.67,15.38,No,Yes,Male,Agency,5,INFRA,Noida,35,0
4405,5860,2614065,No,3,30,E2,45.63,45.63,0.0,No,No,Male,Employee Referral,8,BFSI,Bangalore,33,0
4407,5862,2614086,No,12,30,E2,25.0,25.0,0.0,No,No,Male,Agency,2,INFRA,Noida,25,0
4409,5864,2614111,No,2,30,E1,50.0,65.0,10.0,No,No,Female,Employee Referral,2,INFRA,Chennai,26,0
4410,5865,2614121,Yes,7,60,E1,58.73,42.86,-10.0,No,No,Male,Direct,4,BFSI,Bangalore,30,0
4412,5867,2614179,No,41,90,E1,42.05,29.55,-8.8,No,No,Male,Agency,3,BFSI,Chennai,26,0
4413,5868,2614187,No,20,45,E2,85.71,72.5,-7.12,No,No,Male,Direct,7,ERS,Bangalore,30,0
4414,5869,2614189,No,6,90,E1,25.0,25.0,0.0,No,No,Male,Agency,5,BFSI,Chennai,30,0
4415,5870,2614222,No,8,60,E1,18.03,18.03,0.0,No,No,Male,Agency,6,BFSI,Chennai,31,0
4416,5871,2614244,No,2,60,E1,71.43,65.71,-3.33,No,Yes,Male,Direct,4,CSMP,Noida,28,0
4418,5873,2614295,Yes,5,60,E1,35.57,27.59,-5.88,No,No,Male,Employee Referral,7,BFSI,Chennai,32,0
4420,5875,2614410,Yes,70,60,E2,86.67,86.67,0.0,No,Yes,Male,Direct,9,EAS,Noida,37,0
4421,5876,2614414,Yes,66,60,E1,57.77,57.77,0.0,No,No,Male,Direct,4,AXON,Noida,27,0
4422,5877,2614423,No,9,30,E1,61.29,50.54,-6.67,No,No,Female,Agency,4,BFSI,Chennai,30,0
4423,5878,2614432,Yes,24,30,E1,69.44,143.06,43.44,No,No,Male,Agency,1,ERS,Chennai,27,0
4424,5879,2614469,No,3,30,E2,33.33,116.67,62.5,No,No,Male,Employee Referral,6,ERS,Noida,29,0
4426,5881,2614642,Yes,79,60,E1,18.18,74.55,47.69,No,No,Male,Direct,4,ERS,Noida,26,0
4427,5882,2614745,No,3,30,E2,22.49,22.49,0.0,No,No,Male,Direct,5,INFRA,Noida,28,0
4429,5886,2617511,Yes,60,60,E3,34.78,34.78,0.0,No,No,Male,Direct,8,ETS,Bangalore,30,0
4432,5890,2617623,No,96,90,E1,42.86,26.37,-11.54,No,No,Male,Agency,3,BFSI,Chennai,25,0
4433,5891,2617732,No,96,45,E1,57.89,18.42,-25.0,No,No,Male,Agency,4,BFSI,Chennai,29,0
4434,5892,2617884,No,0,30,E1,36.84,36.84,0.0,No,No,Male,Direct,3,BFSI,Bangalore,25,0
4435,5895,2617939,Yes,37,30,E1,42.86,34.52,-5.83,No,No,Female,Direct,5,ERS,Chennai,29,0
4436,5896,2617976,Yes,99,90,E2,48.65,48.65,0.0,No,No,Male,Direct,7,ETS,Bangalore,30,0
4437,5897,2617981,Yes,4,30,E1,16.44,16.44,0.0,No,No,Male,Employee Referral,4,ETS,Bangalore,28,0
4438,5898,2617985,Yes,102,90,E2,46.34,51.22,3.33,No,Yes,Male,Direct,5,EAS,Bangalore,30,0
4440,5900,2618026,No,4,90,E1,56.25,43.75,-8.0,No,No,Female,Agency,4,BFSI,Chennai,27,0
4443,5905,2618158,Yes,7,30,E3,20.69,20.69,0.0,No,No,Male,Direct,12,ETS,Bangalore,43,0
4444,5906,2618161,No,5,30,E1,150.0,150.0,0.0,No,No,Female,Employee Referral,4,INFRA,Kolkata,25,0
4445,5907,2618163,Yes,8,30,E1,70.0,70.0,0.0,No,No,Male,Agency,4,ERS,Bangalore,28,0
4447,5909,2618174,Yes,10,60,E1,44.44,42.22,-1.54,No,No,Male,Agency,4,ERS,Chennai,26,0
4449,5911,2618247,No,5,60,E1,20.0,20.0,0.0,No,No,Male,Agency,4,ERS,Noida,33,0
